key	Nazollae_Acaroliniana_1	Nazollae_Acaroliniana_2	Nazollae_Afiliculoides_lab	Nazollae_Afiliculoides_lab_nanopore	Nazollae_Afiliculoides_reference_0708	Nazollae_Afiliculoides_wild	Nazollae_Amexicana	Nazollae_Anilotica	Nazollae_Apinnata_nanopore	Nazollae_Arubra	Nazollae_Asp_nanopore	Nazollae_microphylla
Nazollae_Acaroliniana_1	1.0	0.9995216529274995	0.9806208917902192	0.9797278341111583	0.980018277471362	0.980542410558464	0.9797589423493714	0.9399070891463702	0.931330868522073	0.9803463608428448	0.9907377879831611	0.9797060469667319
Nazollae_Acaroliniana_2	0.9994572477258303	1.0	0.9806847122620629	0.9797292129826048	0.9800093084429361	0.9804036712448223	0.9795977837721193	0.9399080288007554	0.9312265671285236	0.9802393665059185	0.9907663709063215	0.9795497679462156
Nazollae_Afiliculoides_lab	0.9806335136323658	0.9805661266988164	1.0	0.999396837374582	0.9996740769391597	0.999698621269441	0.9794163592762154	0.9399923530805687	0.9319872927241964	0.9950035460683948	0.9769283609141056	0.9793948897620607
Nazollae_Afiliculoides_lab_nanopore	0.9787322144420131	0.9782831514236411	0.9988903398058251	1.0	0.9995574745228831	0.9976595111016225	0.9779161083095812	0.9380502581553626	0.9287784778061818	0.9924074667524668	0.9719335487110813	0.9780907762253273
Nazollae_Afiliculoides_reference_0708	0.9790610120481926	0.9786431068801386	0.9989928701241135	0.9995195501022495	1.0	0.9979868174994639	0.9781808035126236	0.9381018647636873	0.9292544065040649	0.9926357597249087	0.9727009136378791	0.978393623445826
Nazollae_Afiliculoides_wild	0.9802038657659621	0.9802025826805917	0.9993844066003809	0.9990772255406798	0.9993763975283214	1.0	0.9789572475075855	0.9396832314205079	0.931466412835249	0.9946184169381108	0.9762340394279088	0.9788542332754128
Nazollae_Amexicana	0.979254664640764	0.9791359991358825	0.979126991169978	0.9781199302620458	0.9783803803888419	0.9790008072236728	1.0	0.9394904196951934	0.9312468467396479	0.9789960722891565	0.9756983524464832	0.9971887958333333
Nazollae_Anilotica	0.9403077716873213	0.9400475766215255	0.940472605650809	0.9385927194811212	0.9388279319129226	0.9402589458621512	0.9401950201183432	1.0	0.948883647770558	0.9400855203076185	0.938187893411666	0.940483249286394
Nazollae_Apinnata_nanopore	0.9319841109741062	0.9319940276748209	0.9334600760456274	0.9297491698024459	0.929814037150247	0.9327489254549987	0.9319906398627116	0.9484029330889093	1.0	0.9324444328097731	0.928170427918571	0.9327795345382522
Nazollae_Arubra	0.9802805155089559	0.9802135882352941	0.9946032815576462	0.9943779086892489	0.9946736405723905	0.9945351034037054	0.9792444413104796	0.9396988587597264	0.9313184497607656	1.0	0.9765001040462429	0.9792376127205402
Nazollae_Asp_nanopore	0.991787663619744	0.9916955685131197	0.977532514199167	0.9753196005370929	0.9753845701813298	0.9762826016855991	0.97714644379133	0.9388344803149606	0.9307699179366941	0.9765991874084919	1.0	0.977346728212703
Nazollae_microphylla	0.9794815466841186	0.979422819843342	0.9789115863897481	0.9780230721868365	0.9782847144979835	0.978644589877836	0.9972948662207358	0.9398547866069324	0.9319035864877816	0.9790581420404574	0.9761256221020093	1.0
