key	Azfi_mito_v1	illumina_Azcar1	illumina_Azcar2	illumina_Azfil_lab	illumina_Azmexicana	illumina_Azmicrophylla	illumina_Aznilotica	illumina_Azrubra	nanopore_Azfil_lab	nanopore_Azpinnata	nanopore_Azsp_bordeaux
Azfi_mito_v1	1.0	0.6256058015028845	0.6320203790561204	0.7561963825756232	0.6878782933250076	0.7450844042035352	0.01986106479149075	0.6907733681499194	0.33535326299058393	0.7296156220508199	0.40206061208126076
illumina_Azcar1	0.886291820146732	1.0	0.9355231513896922	0.937684556607507	0.8125057079363146	0.8195074431489543	0.02585162409814606	0.6412371761697464	0.4921063046059241	0.7480227708606045	0.4594599531188164
illumina_Azcar2	0.8824136895075483	0.954604060786621	1.0	0.9151979070174999	0.7809816488496107	0.7534737000225321	0.016986706056129987	0.6171106326515284	0.4944483388829081	0.7094797586560849	0.4563190045815287
illumina_Azfil_lab	0.9407725510198485	0.8657112613872573	0.8432630764927522	1.0	0.81367951692252	0.8677679604675014	0.014758872599832173	0.8182371620843412	0.5343633282327196	0.7554063763156018	0.5505481788615211
illumina_Azmexicana	0.8848012356888653	0.8138639281129654	0.8351127670455138	0.8571808760449607	1.0	0.9352046087854974	0.03879791686235219	0.7811974910506486	0.3335942473673774	0.7358610684951522	0.44118997672646815
illumina_Azmicrophylla	0.8917299217181617	0.7961227326182245	0.8006664053312427	0.8479265409880855	0.8805103168098072	1.0	0.020817742299514153	0.8201715310692183	0.32001116614993524	0.7033724148581068	0.4124348146300322
illumina_Aznilotica	0.5905891815805349	0.5777196863060526	0.5905891815805349	0.5835511763523025	0.5797305449426905	0.5797305449426905	1.0	0.4055901870098532	0.0	0.5964206716267846	0.008043434546551377
illumina_Azrubra	0.8508684769894475	0.6779403071427673	0.6757203768221666	0.833624712289484	0.7092834593180475	0.8092243450262241	0.025010376444841335	1.0	0.41322776610864453	0.613392531475216	0.44450803073943174
nanopore_Azfil_lab	0.9906511399048713	0.9115255746385811	0.837297031326882	0.9407436912767403	0.6777337800791958	0.6819513109491787	0.0	0.6692049954310082	1.0	0.8346024977155041	0.8361020642470536
nanopore_Azpinnata	0.8759672203884343	0.5346384225988396	0.5400904867866434	0.5958682630705003	0.6982070708768344	0.6162714872505058	0.020383056248361356	0.4682523142701562	0.26491250478988376	1.0	0.33254902488050503
nanopore_Azsp_bordeaux	0.9302633388338833	0.7355438668866887	0.6841137238723872	0.893650302530253	0.6931896314631463	0.692433305830583	0.0	0.720348597359736	0.6322882288228823	0.8230026127612762	1.0
