key	Azfil_cp1_4	illumina_Azcar1	illumina_Azcar2	illumina_Azfil_lab	illumina_Azmexicana	illumina_Azmicrophylla	illumina_Aznilotica	illumina_Azrubra	nanopore_Azfil_lab	nanopore_Azpinnata	nanopore_Azsp_bordeaux
Azfil_cp1_4	1.0	0.9698613793103447	0.9699210344827586	0.9999728472222222	0.9681406250000002	0.9685340559440561	0.89309625	0.9921381944444445	0.9994052413793104	0.8774907352941178	0.9669428873239437
illumina_Azcar1	0.9703911564625851	1.0	0.9996889864864866	0.9703798639455782	0.9774902054794521	0.9772832191780821	0.8909770212765956	0.9696869387755104	0.9701985135135135	0.8777278417266189	0.9759506164383562
illumina_Azcar2	0.9705234965034965	0.9996802083333335	1.0	0.9706392957746479	0.9778419580419581	0.9770894444444445	0.8925734306569342	0.970760985915493	0.9703070138888887	0.8762153623188407	0.9761109027777778
illumina_Azfil_lab	0.9999308904109588	0.9698810958904109	0.9698030821917809	1.0	0.9681948630136986	0.9686708965517241	0.8911315714285715	0.9922467808219179	0.9994063698630137	0.8751351449275363	0.9667238461538462
illumina_Azmexicana	0.9683971527777777	0.9776178620689655	0.9775094520547944	0.9684429370629372	1.0	0.9958351724137932	0.8934576086956523	0.9679296478873239	0.9681923448275863	0.8776070072992701	0.9871901369863014
illumina_Azmicrophylla	0.9673084827586206	0.9775055862068966	0.9774111034482758	0.9673686111111112	0.9961446938775511	1.0	0.8913610144927536	0.9676875862068967	0.9672349655172414	0.8752861313868613	0.9874748965517243
illumina_Aznilotica	0.8916634806629834	0.8911415300546449	0.890733097826087	0.8924602234636873	0.8917427777777779	0.8906370165745857	1.0	0.888812554347826	0.891611270718232	0.9013274054054055	0.891421843575419
illumina_Azrubra	0.9915221768707484	0.9690936301369862	0.9690955479452055	0.9914528082191781	0.967053448275862	0.9686011805555557	0.8911508633093524	1.0	0.9913056462585034	0.8750038571428571	0.9676637142857142
nanopore_Azfil_lab	0.9993637853107346	0.9665909090909091	0.9665425568181819	0.999335568181818	0.9647364571428572	0.965256379310345	0.885606707317073	0.9904836000000002	1.0	0.8664632530120482	0.9638380000000001
nanopore_Azpinnata	0.8753429370629371	0.8764238461538462	0.8749142361111111	0.8766924822695036	0.8762851748251749	0.876119090909091	0.9025253191489363	0.8773571631205672	0.8755407692307692	1.0	0.8747824475524475
nanopore_Azsp_bordeaux	0.9670655944055945	0.9754781944444443	0.9753474305555557	0.9669416901408451	0.9873815862068965	0.9871234722222222	0.8918022222222222	0.9683253571428572	0.9672020979020981	0.8748601470588234	1.0
